text,avg_size,is_bold,x_indentation,page_num,label
Application form for grant of LTC advance,11.669999999999959,True,199.86,1,title
1. Name of the Government Servant,9.744399999999928,True,70.02,1,body_text
2. Designation,9.744399999999928,True,70.02000000000001,1,body_text
3.,9.744399999999928,True,70.02000000000001,1,body_text
Date of entering the Central Government,9.744399999999928,False,95.9985704,1,body_text
Service,9.744399999999928,False,95.9985704,1,body_text
4. PAY + SI + NPA,9.744399999999928,True,70.02000000000001,1,body_text
5. Whether permanent or temporary,9.744399999999928,True,70.02000000000001,1,body_text
6. Home Town as recorded in the Service Book,9.744399999999928,True,70.02000000000001,1,body_text
7.,9.744399999999928,True,70.02000000000001,1,body_text
Whether wife / husband is employed and if,9.744399999999928,False,95.9985704,1,body_text
so whether entitled to LTC,9.744399999999928,False,95.9985704,1,body_text
8.,9.744399999999928,True,70.02000000000001,1,body_text
Whether the concession is to be availed for,9.744399999999928,False,95.9985704,1,body_text
visiting home town and if so block for which,9.744399999999928,False,95.9985704,1,body_text
LTC is to be availed.,9.744400000000041,False,95.9985704,1,body_text
9.,9.744400000000041,True,70.02000000000001,1,body_text
(a) If the concession is to visit anywhere in,9.744400000000041,False,95.9985704,1,body_text
"India, the place to be visited.",9.744400000000041,False,95.9985704,1,body_text
(b) Block for which to be availed.,9.744400000000041,False,95.9985704,1,body_text
10.,9.744400000000041,True,70.02000000000001,1,body_text
Single rail fare/bus fare from the,9.744400000000041,False,95.9985704,1,body_text
headquarters to home town/place of visit by,9.744400000000041,False,95.9985704,1,body_text
shortest route.,9.744400000000041,False,95.9985704,1,body_text
11.,9.744400000000041,True,70.02000000000001,1,body_text
Persons in respect of whom LTC is proposed to be availed.,9.744400000000041,False,95.9985704,1,body_text
S.No Name Age Relationship,9.744400000000041,True,95.9985704,1,body_text
1.,9.744400000000041,True,103.62843559999999,1,body_text
2.,9.744400000000041,True,103.62843559999999,1,body_text
3.,9.744400000000041,True,103.62843559999999,1,body_text
4.,9.744400000000041,True,103.62843559999999,1,body_text
5.,9.744400000000041,True,103.62843559999999,1,body_text
6.,9.744400000000041,True,103.62843559999999,1,body_text
12.,9.744400000000041,True,70.02974439999998,1,body_text
Amount of advance required. Rs.,9.744400000000041,False,96.0083148,1,body_text
I declare that the particulars furnished above are true and correct to the best of my knowledge. I,9.744399999999985,False,105.07060680000004,1,body_text
undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,9.744399999999985,False,70.02974440000003,1,body_text
In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,9.744399999999985,False,105.08035120000002,1,body_text
"advance, I undertake to refund the entire advance in one lump sum.",9.744399999999985,False,70.03948880000002,1,body_text
Date,9.744399999999985,True,70.03948880000002,1,body_text
Signature of Government Servant.,9.744399999999985,True,403.04461440000006,1,body_text
Overview,24.0,True,252.65,1,body_text
Foundation Level Extensions,24.0,True,139.346,1,body_text
Version 1.0,12.0,False,275.69,1,body_text
International Software Testing Qualifications Board,18.0,False,103.34,1,body_text
Copyright Notice,9.960000000000008,False,70.944,1,body_text
"This document may be copied in its entirety, or extracts made, if the source is acknowledged.",9.95999999999999,False,70.944,1,body_text
International Overview,10.980000000000018,False,447.91,2,body_text
Software Testing,9.960000000000036,False,437.95,2,body_text
Foundation Level Extension – Agile Tester Qualifications Board,9.960000000000022,False,74.424,2,body_text
Copyright © International Software Testing Qualifications Board (hereinafter called ISTQB®).,9.960000000000036,False,70.944,2,body_text
"Version 2014 Page 2 of 12 May 31, 2014",9.96,False,76.58136,2,body_text
© International Software Testing Qualifications Board,6.0,False,76.584,2,body_text
Qualifications Board,9.960000000000036,False,430.75,3,body_text
International Overview,10.980000000000018,False,447.91,3,body_text
Software Testing,9.960000000000036,False,437.95,3,body_text
Foundation Level Extension – Agile Tester,9.960000000000017,False,74.424,3,body_text
Revision History,15.960000000000036,True,70.944,3,H1
Version Date Remarks,9.960000000000036,True,74.424,3,body_text
0.1 18 JUNE 2013 Initial version,9.960000000000036,False,74.424,3,body_text
0.2 23 JULY 2013 WG reviewed and confirmed,9.960000000000036,False,74.424,3,body_text
0.3 6 NOV 2013 amended population and diagram,9.960000000000036,False,74.424,3,body_text
0.7 11 DEC 2013 Amended Business Outcomes and Chapters matching,9.960000000000036,False,74.424,3,body_text
0.8 20 DEC 2013 Working group updates on 0.7,9.960000000000036,False,74.424,3,body_text
1.0 31 MAY 2014 GA release for Agile Extension,9.960000000000036,False,74.424,3,body_text
"Version 2014 Page 3 of 12 May 31, 2014",9.960000000000008,False,76.584,3,body_text
© International Software Testing Qualifications Board,6.0,False,76.584,3,body_text
..........................................................................................................................................,9.960000000000036,True,151.8192,4,body_text
........................................................................................................................................,9.960000000000036,True,157.33704,4,body_text
............................................................................,9.960000000000036,True,322.97184000000004,4,body_text
...............................................................,9.960000000000036,True,358.86768000000006,4,body_text
.....................................................................................................................,9.960000000000036,False,195.86232000000004,4,body_text
............................................................................................................,9.960000000000036,False,221.81808000000004,4,body_text
...................................................................................................................,9.960000000000036,False,201.62916000000004,4,body_text
...................................................................................................................,9.960000000000036,False,201.62916000000004,4,body_text
...................................................................................................,9.960000000000036,False,247.74396000000004,4,body_text
......................................................................................................................,9.95999999999998,False,192.99384000000003,4,body_text
.........................................,9.95999999999998,True,414.07596,4,body_text
.................................................................................................................,9.95999999999998,False,201.6192,4,body_text
....................................................................................................................................,9.95999999999998,False,146.89896,4,body_text
..........................................................................................................................................,9.95999999999998,True,146.30136,4,body_text
.............................................................................................................................,9.95999999999998,False,167.06796,4,body_text
.......................................................................................................,9.95999999999998,False,230.46336000000002,4,body_text
International Overview,10.980000000000018,False,447.91,4,body_text
Software Testing,9.960000000000036,False,437.95,4,body_text
Foundation Level Extension – Agile Tester Qualifications Board,9.960000000000022,False,74.424,4,body_text
Table of Contents,15.960000000000036,True,70.944,4,H1
Revision History 3,9.960000000000036,True,70.944,4,H1
Table of Contents 4,9.960000000000036,True,70.94400000000002,4,H1
1. Introduction to the Foundation Level Extensions 6,9.960000000000036,True,70.94400000000002,4,H1
2. Introduction to Foundation Level Agile Tester Extension 7,9.960000000000036,True,70.94400000000002,4,H1
2.1 Intended Audience 7,9.960000000000036,False,80.904,4,H2
2.2 Career Paths for Testers 7,9.960000000000036,False,80.904,4,H2
2.3 Learning Objectives 7,9.960000000000036,False,80.91395999999997,4,H2
2.4 Entry Requirements 8,9.960000000000036,False,80.91395999999997,4,H2
2.5 Structure and Course Duration 8,9.960000000000036,False,80.91395999999997,4,H2
2.6 Keeping It Current 9,9.95999999999998,False,80.91395999999997,4,H2
3. Overview of the Foundation Level Extension – Agile Tester Syllabus 10,9.959999999999985,True,70.95396,4,H1
3.1 Business Outcomes 10,9.95999999999998,False,80.904,4,H2
3.2 Content 10,9.95999999999998,False,80.904,4,body_text
4. References 12,9.95999999999998,True,70.94399999999996,4,body_text
4.1 Trademarks 12,9.95999999999998,False,80.904,4,body_text
4.2 Documents and Web Sites 12,9.95999999999998,False,80.91396000000009,4,H2
"Version 2014 Page 4 of 12 May 31, 2014",9.96,False,76.60128000000009,4,body_text
© International Software Testing Qualifications Board,6.0,False,76.584,4,body_text
International Overview,10.980000000000018,False,447.91,5,body_text
Software Testing,9.960000000000036,False,437.95,5,body_text
Foundation Level Extension – Agile Tester Qualifications Board,9.960000000000022,False,74.424,5,body_text
Acknowledgements,15.960000000000036,False,70.944,5,H1
This document was produced by a team from the International Software Testing Qualifications Board,9.960000000000036,False,70.944,5,body_text
Foundation Level Working Group.,9.960000000000036,False,70.944,5,body_text
The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,9.960000000000036,False,70.944,5,body_text
"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working",9.960000000000036,False,70.944,5,body_text
"Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry",9.960000000000036,False,70.944,5,body_text
"Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes",9.960000000000036,False,70.944,5,body_text
"and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead).",9.960000000000036,False,70.944,5,body_text
"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon",9.960000000000036,False,70.944,5,body_text
"Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber.",9.95999999999998,False,70.944,5,body_text
"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra",9.95999999999998,False,70.944,5,body_text
"Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula",9.95999999999998,False,70.944,5,body_text
"Pääkkönen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytkönen, Monika Stoecklein-Olsen,",9.95999999999998,False,70.944,5,body_text
"Robert Treffny, Chris Van Bael, and Erik van Veenendaal.",9.95999999999998,False,70.944,5,body_text
"The team thanks also the following persons, from the National Boards and the Agile expert community,",9.95999999999998,False,70.944,5,body_text
"who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani",9.95999999999998,False,70.944,5,body_text
"Almog, Richard Berns, Stephen Bird, Monika Bögge, Afeng Chai, Josephine Crawford, Tibor Csöndes,",9.95999999999998,False,70.944,5,body_text
"Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill",9.95999999999998,False,70.944,5,body_text
"Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter",9.95999999999998,False,70.944,5,body_text
"Morgan, Ninna Morin, Ingvar Nordstrom, Chris O’Dea, Klaus Olsen, Ismo Paukamainen, Nathalie Phung,",9.960000000000036,False,70.944,5,body_text
"Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik",9.95999999999998,False,70.94400000000002,5,body_text
"Sandberg, Dakar Shalom, Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,",9.95999999999998,False,70.94400000000002,5,body_text
"Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye",9.95999999999998,False,70.94400000000002,5,body_text
"Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo.",9.95999999999998,False,70.94400000000002,5,body_text
"This document was formally approved for release by the General Assembly of the ISTQB® on May 31,",9.95999999999998,False,70.94400000000002,5,body_text
2014.,9.95999999999998,False,70.944,5,body_text
"Version 2014 Page 5 of 12 May 31, 2014",9.96,False,76.58136,5,body_text
© International Software Testing Qualifications Board,6.0,False,76.584,5,body_text
Qualifications Board,9.960000000000036,False,430.75,6,body_text
International Overview,10.980000000000018,False,447.91,6,body_text
Software Testing,9.960000000000036,False,437.95,6,body_text
Foundation Level Extension – Agile Tester,9.960000000000017,False,74.424,6,body_text
1. Introduction to the Foundation Level Extensions,15.960000000000036,False,70.944,6,H1
This overview document is intended for anyone with an interest in the ISTQB Foundation Level,9.960000000000036,False,70.944,6,body_text
Extensions who wants a high-level introduction to the leading principles and an overview of the individual,9.960000000000036,False,70.944,6,body_text
extension syllabi.,9.960000000000036,False,70.94399999999999,6,body_text
"From time to time, ISTQB will update this document to reflect any additional extensions that shall be",9.960000000000036,False,70.94399999999999,6,body_text
"introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the",9.960000000000036,False,70.94399999999999,6,body_text
updated document will be available on the ISTQB website.,9.960000000000036,False,70.94399999999999,6,body_text
The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,9.960000000000036,False,70.94399999999999,6,body_text
some time. New topics emerge due to technology and methodology changes in the market which often,9.960000000000036,False,70.94399999999999,6,body_text
"are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the",9.960000000000036,False,70.94399999999999,6,body_text
"Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the",9.95999999999998,False,70.94399999999996,6,body_text
ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,9.95999999999998,False,70.94399999999996,6,body_text
"introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but",9.95999999999998,False,70.94399999999996,6,body_text
that is beyond the scope of this document.,9.95999999999998,False,70.94399999999996,6,body_text
The following Foundation Level Extension syllabus has been released:,9.95999999999998,False,70.94399999999996,6,body_text
 Agile Tester,9.959999999999999,False,88.95167999999997,6,body_text
"In this document, each Foundation Level Extension syllabus is summarized and the associated Business",9.95999999999998,False,70.95395999999997,6,body_text
Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,9.95999999999998,False,70.95395999999997,6,body_text
"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and",9.95999999999998,False,70.95395999999997,6,body_text
will outline the benefits for companies that are considering the development of specific testing skills at this,9.95999999999998,False,70.95395999999997,6,body_text
level.,9.95999999999998,False,70.95395999999997,6,body_text
"Version 2014 Page 6 of 12 May 31, 2014",9.96,False,76.59131999999997,6,body_text
© International Software Testing Qualifications Board,6.0,False,76.584,6,body_text
Qualifications Board,9.960000000000036,False,430.75,7,body_text
International Overview,10.980000000000018,False,447.91,7,body_text
Software Testing,9.960000000000036,False,437.95,7,body_text
Foundation Level Extension – Agile Tester,9.960000000000017,False,74.424,7,body_text
2. Introduction to Foundation Level Agile Tester Extension,15.960000000000036,False,70.944,7,H1
The certification for Foundation Level Extension – Agile Tester is designed for professionals who are,9.96000000000003,False,70.944,7,body_text
working within Agile environments. It is also for professionals who are planning to start implementing,9.960000000000036,False,70.94399999999999,7,body_text
"Agile methods in the near future, or are working within companies that plan to do so, The certification",9.960000000000036,False,70.94399999999999,7,body_text
"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",9.960000000000036,False,70.95396000000005,7,body_text
methodologies specific to their role.,9.960000000000036,False,70.95396000000005,7,body_text
2.1 Intended Audience,14.040000000000077,False,70.944,7,H2
The Foundation Level Extension – Agile Tester qualification is aimed at four main groups of professionals:,9.96000000000003,False,70.944,7,body_text
1. Professionals who have achieved in-depth testing experience in traditional methods and would,9.960000000000036,False,88.94171999999998,7,body_text
like to get an Agile Tester Certificate.,9.960000000000036,False,106.93943999999999,7,body_text
"2. Junior professional testers who are just starting in the testing profession, have received the",9.95999999999998,False,88.94171999999999,7,body_text
"Foundation Level certificate, and would like to know more about the tester’s role in an Agile",9.960000000000008,False,106.93943999999999,7,body_text
environment.,9.95999999999998,False,106.94939999999997,7,body_text
"3. Professionals who are relatively new to testing and are required to implement test approaches,",9.95999999999998,False,88.95167999999997,7,body_text
methods and techniques in their day to day job in Agile projects.,9.95999999999998,False,106.95935999999996,7,body_text
4. Professionals who are experienced in their role (including unit testing) and need more,9.95999999999998,False,88.96163999999996,7,body_text
understanding and knowledge about how to perform and manage testing on all levels in Agile,9.95999999999998,False,106.95935999999996,7,body_text
projects.,9.95999999999998,False,106.95935999999996,7,body_text
"These professionals include people who are in roles such as testers, test analysts, test engineers, test",9.95999999999998,False,70.96391999999996,7,body_text
"consultants, test managers, user acceptance testers, and software developers.",9.95999999999998,False,70.97388000000012,7,body_text
This Foundation Level Extension – Agile Tester certification may also be appropriate for anyone who,9.959999999999983,False,70.97388000000012,7,body_text
"wants a deeper understanding of software testing in the Agile world, such as project managers, quality",9.95999999999998,False,70.97388000000012,7,body_text
"managers, software development managers, business analysts, IT directors, and management",9.95999999999998,False,70.97388000000012,7,body_text
consultants.,9.95999999999998,False,70.97388000000018,7,body_text
2.2 Career Paths for Testers,14.039999999999964,False,70.944,7,H2
"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for",9.95999999999998,False,70.944,7,body_text
professional testers. A person with the Agile Tester certificate has extended the broad understanding of,9.95999999999998,False,70.944,7,body_text
testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,9.95999999999998,False,70.944,7,body_text
an Agile project.,9.960000000000008,False,70.95395999999988,7,body_text
People possessing an ISTQB Foundation Level Extension – Agile Tester certificate may use the Certified,9.960000000000008,False,70.96391999999989,7,body_text
Tester Foundation Level acronym CTFL-AT.,9.960000000000008,False,70.96391999999986,7,body_text
2.3 Learning Objectives,14.04000000000002,False,70.944,7,H2
"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,",9.960000000000008,False,70.944,7,body_text
remember and recall terms and concepts stated in the Foundation Level syllabus.,9.960000000000008,False,70.944,7,body_text
"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an",9.95999999999999,False,70.94400000000002,7,body_text
extension exam.,9.959999999999994,False,70.94400000000002,7,body_text
"Version 2014 Page 7 of 12 May 31, 2014",9.960000000000008,False,76.58136000000002,7,body_text
© International Software Testing Qualifications Board,6.0,False,76.584,7,body_text
Qualifications Board,9.960000000000036,False,430.75,8,body_text
International Overview,10.980000000000018,False,447.91,8,body_text
Software Testing,9.960000000000036,False,437.95,8,body_text
Foundation Level Extension – Agile Tester,9.960000000000017,False,74.424,8,body_text
"That said, each extension level exam focuses on the learning objectives defined in that extension",9.960000000000036,False,70.944,8,body_text
"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",9.960000000000036,False,70.94399999999999,8,body_text
chapter within each particular extension syllabus.,9.960000000000036,False,70.94399999999999,8,body_text
2.4 Entry Requirements,14.040000000000077,False,70.944,8,H2
"To be able to participate in a Foundation Level Extension – Agile Tester exam, candidates must have",9.96000000000003,False,70.944,8,body_text
obtained the ISTQB Foundation Level certificate.,9.960000000000036,False,70.94400000000002,8,body_text
2.5 Structure and Course Duration,14.040000000000077,False,70.944,8,H2
The Foundation Level Extension – Agile Tester syllabus has no shared or common elements with the,9.96000000000003,False,70.944,8,body_text
Foundation Level syllabus.,9.960000000000036,False,70.94400000000002,8,body_text
The syllabi must be taught in the following minimum number of days:,9.95999999999998,False,70.94400000000002,8,body_text
Syllabus Days,9.95999999999998,True,212.21,8,body_text
Baseline: Foundation 3,9.95999999999998,False,212.21,8,body_text
Extension: Agile Tester 2,9.95999999999998,False,212.21,8,body_text
The following figure shows the structure of the Agile Tester Extension and its relationship to the,9.95999999999998,False,70.944,8,body_text
Foundation Level.,9.95999999999998,False,70.944,8,body_text
"Version 2014 Page 8 of 12 May 31, 2014",9.960000000000008,False,76.584,8,body_text
© International Software Testing Qualifications Board,6.0,False,76.584,8,body_text
Qualifications Board,9.960000000000036,False,430.75,9,body_text
International Overview,10.980000000000018,False,447.91,9,body_text
Software Testing,9.960000000000036,False,437.95,9,body_text
Foundation Level Extension – Agile Tester,9.960000000000017,False,74.424,9,body_text
2.6 Keeping It Current,14.040000000000077,False,70.944,9,H2
The software industry changes rapidly. To deal with these changes and to provide the stakeholders with,9.960000000000036,False,70.944,9,body_text
"access to relevant and current information, the ISTQB working groups have created links on the",9.960000000000036,False,70.944,9,body_text
"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences",9.960000000000036,False,70.944,9,body_text
in the industry. This information is not examinable under this syllabus.,9.960000000000036,False,70.94399999999999,9,body_text
"Version 2014 Page 9 of 12 May 31, 2014",9.96,False,76.58135999999996,9,body_text
© International Software Testing Qualifications Board,6.0,False,76.584,9,body_text
Qualifications Board,9.960000000000036,False,430.75,10,body_text
International Overview,10.980000000000018,False,447.91,10,body_text
Software Testing,9.960000000000036,False,437.95,10,body_text
Foundation Level Extension – Agile Tester,9.960000000000017,False,74.424,10,body_text
3. Overview of the Foundation Level Extension – Agile Tester,15.960000000000026,False,70.944,10,H1
Syllabus,15.960000000000036,True,106.93380000000008,10,body_text
3.1 Business Outcomes,14.040000000000077,False,70.944,10,H2
This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,9.960000000000036,False,70.944,10,body_text
Extension – Agile Tester certification.,9.960000000000013,False,70.944,10,body_text
An Agile Tester can…,9.959999999999923,False,70.93404000000001,10,body_text
AFM1 Collaborate in a cross-functional Agile team being familiar with principles and basic,9.95999999999998,False,107.78,10,body_text
practices of Agile software development.,9.95999999999998,False,145.34,10,body_text
AFM2 Adapt existing testing experience and knowledge to Agile values and principles.,9.95999999999998,False,107.78,10,body_text
AFM3 Support the Agile team in planning test-related activities.,9.95999999999998,False,107.78,10,body_text
AFM4 Apply relevant methods and techniques for testing in an Agile project.,9.95999999999998,False,107.78,10,body_text
AFM5 Assist the Agile team in test automation activities.,9.95999999999998,False,107.78,10,body_text
"AFM6 Assist business stakeholders in defining understandable and testable user stories,",9.95999999999998,False,107.78,10,body_text
"scenarios, requirements and acceptance criteria as appropriate.",9.95999999999998,False,145.34,10,body_text
AFM7 Work and share information with other team members using effective communication,9.95999999999998,False,107.78,10,body_text
styles and channels.,9.95999999999998,False,145.34,10,body_text
"In general, a Certified Tester Foundation Level – Agile Tester is expected to have acquired the necessary",9.959999999999983,False,70.944,10,body_text
skills to working effectively within an Agile team and environment.,9.95999999999998,False,70.94399999999999,10,body_text
3.2 Content,14.04000000000002,False,70.944,10,H2
Chapter 1: Agile Software Development,9.960000000000008,False,70.944,10,body_text
 The tester should remember the basic concept of Agile software development based on the Agile,9.960000000000008,False,88.94172,10,body_text
Manifesto.,9.960000000000008,False,106.93944,10,body_text
 The tester should understand the advantages of the whole-team approach and the benefits of,9.960000000000008,False,88.94172,10,body_text
early and frequent feedback.,9.960000000000008,False,106.93944,10,body_text
 The tester should recall Agile software development approaches.,9.960000000000008,False,88.94172,10,body_text
 The tester should be able to write testable user stories in collaboration with developers and,9.960000000000008,False,88.94172,10,body_text
business representatives.,9.960000000000008,False,106.93944,10,body_text
 The tester should understand how retrospectives can be used as a mechanism for process,9.960000000000008,False,88.94172,10,body_text
improvement in Agile projects.,9.959999999999994,False,106.93944,10,body_text
 The tester should understand the use and purpose of continuous integration.,9.959999999999994,False,88.94172,10,body_text
" The tester should know the differences between iteration and release planning, and how a tester",9.95999999999999,False,88.94172,10,body_text
adds value in each of these activities.,9.959999999999994,False,106.93944,10,body_text
"Version 2014 Page 10 of 12 May 31, 2014",9.96,False,76.58136,10,body_text
© International Software Testing Qualifications Board,6.0,False,76.584,10,body_text
International Overview,10.980000000000018,False,447.91,11,body_text
Software Testing,9.960000000000036,False,437.95,11,body_text
Foundation Level Extension – Agile Tester Qualifications Board,9.960000000000022,False,74.424,11,body_text
"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes",9.960000000000036,False,70.944,11,body_text
 The tester should be able to describe the differences between testing activities in Agile projects,9.96000000000003,False,88.94172,11,body_text
and non-Agile projects.,9.960000000000036,False,106.93944,11,body_text
 The tester should be able to describe how development and testing activities are integrated in,9.96000000000003,False,88.94172,11,body_text
Agile projects.,9.960000000000036,False,106.93944,11,body_text
 The tester should be able to describe the role of independent testing in Agile projects.,9.96000000000003,False,88.94172,11,body_text
 The tester should be able to describe the tools and techniques used to communicate the status of,9.96000000000003,False,88.94172,11,body_text
"testing in an Agile project, including test progress and product quality.",9.960000000000036,False,106.93944,11,body_text
 The tester should be able to describe the process of evolving tests across multiple iterations and,9.96000000000003,False,88.94172,11,body_text
explain why test automation is important to manage regression risk in Agile projects.,9.960000000000036,False,106.93944,11,body_text
" The tester should understand the skills (people, domain, and testing) of a tester in an Agile team.",9.96000000000003,False,88.94172,11,body_text
 The tester should be able to understand the role of a tester within an Agile team.,9.96000000000003,False,88.94172,11,body_text
"Chapter 3: Agile Testing Methods, Techniques, and Tools",9.960000000000036,False,70.944,11,body_text
" The tester should be able to recall the concepts of test-driven development, acceptance test-",9.960000000000036,False,88.94172,11,body_text
"driven development, and behavior-driven development.",9.95999999999998,False,106.93944,11,body_text
 The tester should be able to recall the concepts of the test pyramid.,9.959999999999983,False,88.94172,11,body_text
 The tester should be able to summarize the testing quadrants and their relationships with testing,9.959999999999983,False,88.94172,11,body_text
levels and testing types.,9.95999999999998,False,106.93944,11,body_text
" For a given Agile project, the tester should be able to work as a tester in a Scrum team.",9.959999999999983,False,88.94172,11,body_text
 The tester should be able to assess quality risks within an Agile project.,9.959999999999983,False,88.94172,11,body_text
 The tester should be able to estimate testing effort based on iteration content and quality risks.,9.959999999999983,False,88.94172,11,body_text
